hire_id,candidate_id,department,role,required_skills,years_experience_required,salary_offer,gender,ethnicity,hired,interview_score,date_posted,date_hired
4100,43276,Marketing,HR Manager,ML,3,109943,Male,White,0,1,2022-04-20 21:03:29,2020-04-03 00:05:59
4101,29873,Engineering,HR Manager,Communication,7,108737,Male,White,1,6,2023-12-13 22:04:20,2024-10-14 16:18:42
4102,23050,Marketing,Software Engineer,Python,2,52948,Non-Binary,Other,1,7,2024-04-27 17:23:24,2022-12-30 13:36:58
4103,76216,Engineering,Software Engineer,Leadership,7,71908,Non-Binary,Black,0,9,2019-04-07 06:01:58,2019-03-21 13:02:01
4104,94444,HR,Marketing Exec,JavaScript,1,74835,Non-Binary,Hispanic,0,5,2020-01-20 19:03:37,2021-02-05 10:00:18
4105,94040,Operations,Finance Associate,Python,5,48115,Male,Asian,1,1,2024-01-22 07:40:05,2018-05-12 07:07:36
4106,31644,Operations,Finance Associate,Communication,7,52961,Male,Asian,1,9,2023-04-08 05:44:12,2021-12-17 14:14:38
4107,72021,HR,HR Manager,Leadership,0,72083,Other,White,0,5,2022-06-28 03:24:47,2024-11-06 01:18:06
4108,47125,Marketing,HR Manager,ML,5,84417,Female,White,1,6,2019-05-18 13:21:17,2022-02-06 00:09:08
4109,76899,Marketing,Marketing Exec,Excel,8,77062,Non-Binary,Hispanic,1,9,2022-11-11 18:37:05,2023-02-05 20:47:30
4110,52291,Finance,Sales Rep,Communication,9,72182,Male,White,1,2,2023-09-07 14:31:47,2019-12-22 17:04:02
4111,45060,Engineering,Sales Rep,Excel,9,27017,Female,Asian,1,3,2024-11-17 21:34:19,2018-12-05 01:06:36
4112,11538,Marketing,Sales Rep,Python,1,29223,Male,Black,1,7,2019-01-03 14:04:55,2024-12-14 16:26:43
4113,46176,HR,Finance Associate,JavaScript,0,86852,Male,Other,1,3,2021-01-15 22:36:52,2022-10-05 08:33:19
4114,51520,Marketing,Software Engineer,Leadership,1,75509,Non-Binary,Asian,0,2,2024-02-14 11:19:48,2022-09-01 23:29:08
4115,35675,Operations,Sales Rep,ML,4,48075,Female,Hispanic,1,7,2020-12-15 19:50:16,2020-12-09 09:59:48
4116,28287,Engineering,Data Analyst,Leadership,5,31531,Male,Black,0,8,2023-12-18 08:37:35,2019-01-18 18:07:35
4117,10174,Sales,Marketing Exec,Communication,0,29666,Female,Black,1,9,2024-03-27 19:27:53,2020-08-15 18:02:17
4118,44998,Finance,Sales Rep,ML,6,114317,Female,Other,1,2,2024-02-02 00:44:34,2019-05-28 21:04:53
4119,63312,Engineering,Data Analyst,Excel,3,69023,Non-Binary,Asian,1,2,2022-06-20 08:03:18,2021-07-21 15:25:53
4120,22112,Operations,Sales Rep,Excel,8,60236,Female,Black,1,7,2018-04-17 19:47:36,2023-09-18 13:54:14
4121,85225,Operations,Software Engineer,Cloud,5,65059,Other,Black,1,4,2019-06-13 22:21:38,2022-04-19 11:02:34
4122,54814,Operations,Software Engineer,Leadership,8,65023,Other,White,0,5,2020-07-16 05:44:41,2019-03-31 13:52:34
4123,95091,Operations,Sales Rep,JavaScript,0,29236,Non-Binary,Black,1,1,2024-08-15 16:41:11,2021-12-23 22:03:09
4124,60719,HR,Data Analyst,Excel,3,92475,Non-Binary,Hispanic,1,6,2024-05-05 14:39:11,2023-06-02 03:19:07
4125,43919,Finance,Marketing Exec,JavaScript,1,61624,Other,Black,1,8,2021-10-25 06:47:37,2020-07-30 22:11:57
4126,83155,Sales,Data Analyst,Cloud,5,57818,Non-Binary,White,0,1,2019-05-07 05:37:54,2024-09-16 06:16:22
4127,81569,Operations,Marketing Exec,Communication,3,106462,Female,Mixed,1,2,2024-11-27 21:50:39,2018-06-30 12:05:16
4128,51328,Operations,Sales Rep,Cloud,8,118088,Male,Mixed,1,7,2020-06-08 04:55:58,2018-01-23 21:02:56
4129,80482,Marketing,Marketing Exec,JavaScript,2,55100,Non-Binary,Hispanic,0,2,2022-09-25 13:16:59,2024-05-31 19:19:17
4130,34618,Finance,HR Manager,Excel,0,91896,Other,Other,1,9,2019-08-23 07:13:23,2024-08-31 21:27:43
4131,44675,Engineering,Finance Associate,Python,0,69696,Male,Other,1,6,2023-09-06 09:06:39,2018-08-17 00:57:18
4132,28919,Finance,Finance Associate,JavaScript,8,102530,Female,Hispanic,1,5,2018-06-25 06:35:39,2020-08-10 10:59:12
4133,14173,Finance,Software Engineer,ML,8,49941,Male,Black,1,7,2023-11-21 02:46:34,2020-08-03 13:59:26
4134,36400,Sales,HR Manager,Python,4,118067,Other,Black,1,8,2024-02-19 03:42:11,2023-04-15 05:35:50
4135,60445,Finance,Finance Associate,Leadership,1,84347,Male,Mixed,0,9,2022-08-21 20:52:38,2021-11-04 20:32:21
4136,80305,Sales,Sales Rep,JavaScript,8,101629,Other,Mixed,1,6,2022-04-10 18:44:14,2021-09-15 14:16:44
4137,47564,Operations,Marketing Exec,ML,7,58025,Non-Binary,Asian,1,5,2021-08-20 13:17:00,2020-10-11 02:18:33
4138,55814,Operations,Marketing Exec,Leadership,9,36651,Non-Binary,Mixed,1,7,2022-11-04 08:41:06,2019-07-17 09:34:18
4139,89747,HR,Data Analyst,Cloud,9,115380,Other,Mixed,1,2,2019-12-19 01:40:25,2021-01-09 09:31:58
4140,98791,Sales,Data Analyst,Python,5,108254,Non-Binary,Hispanic,1,8,2021-07-23 06:42:47,2019-02-24 23:40:46
4141,37962,Sales,Marketing Exec,JavaScript,6,74823,Female,Asian,0,4,2019-06-01 22:54:29,2020-11-11 06:41:12
4142,94892,Engineering,Sales Rep,Communication,5,73122,Male,Other,1,1,2020-12-22 19:49:33,2024-11-14 06:54:14
4143,95842,Marketing,Marketing Exec,Cloud,4,38589,Other,Asian,1,3,2024-05-24 16:20:34,2019-09-09 13:15:23
4144,80533,Finance,Data Analyst,ML,3,64768,Other,Black,0,9,2020-06-22 11:46:39,2019-10-27 10:37:36
4145,66184,Engineering,Finance Associate,Communication,6,89986,Other,Black,0,4,2019-06-19 22:06:47,2024-07-02 19:01:30
4146,92912,Sales,Software Engineer,Excel,3,110558,Female,Asian,1,3,2023-01-12 19:57:41,2019-06-04 09:34:15
4147,20578,Engineering,Data Analyst,Cloud,9,25234,Female,Asian,1,4,2019-11-28 14:42:40,2020-11-15 20:40:39
4148,28624,HR,Sales Rep,Cloud,9,97370,Female,Black,1,3,2024-07-08 01:30:32,2024-02-16 06:45:02
4149,49194,Marketing,Finance Associate,JavaScript,9,40055,Other,Hispanic,1,3,2018-01-30 13:34:34,2019-06-23 20:41:28
4150,10389,Sales,Finance Associate,JavaScript,8,93743,Female,Hispanic,1,2,2019-06-16 15:52:56,2020-09-14 18:25:57
4151,77391,Sales,Finance Associate,ML,4,27400,Non-Binary,Hispanic,1,6,2021-07-23 00:06:48,2021-08-24 19:03:05
4152,23794,Finance,HR Manager,Cloud,7,100145,Male,Hispanic,1,6,2018-06-20 10:19:24,2022-01-28 07:15:00
4153,68002,Marketing,HR Manager,JavaScript,5,112009,Non-Binary,Black,1,4,2019-10-12 16:51:01,2019-02-08 23:37:02
4154,45531,HR,Finance Associate,Excel,3,114471,Non-Binary,White,1,8,2019-03-21 08:08:28,2023-09-06 04:37:24
4155,62815,Operations,Sales Rep,Leadership,2,79157,Female,Mixed,1,6,2019-05-24 19:04:03,2022-12-07 12:24:26
4156,14986,Engineering,Marketing Exec,Leadership,5,114410,Other,Mixed,1,8,2023-03-22 12:23:51,2021-05-20 00:08:30
4157,42298,Finance,Sales Rep,Leadership,0,85598,Non-Binary,Mixed,1,6,2024-12-30 09:20:40,2021-06-26 18:16:48
4158,11481,Sales,HR Manager,JavaScript,1,50015,Male,Mixed,0,9,2019-11-24 20:18:03,2022-04-28 11:15:29
4159,66408,Operations,Data Analyst,Cloud,6,104720,Female,Black,0,3,2019-01-12 02:40:38,2018-09-02 23:33:26
4160,79267,HR,HR Manager,Leadership,3,91186,Non-Binary,White,0,3,2021-01-19 10:57:16,2023-08-20 23:10:17
4161,26835,Marketing,Marketing Exec,Python,4,89430,Female,Black,1,2,2018-01-22 19:08:49,2023-09-16 13:08:40
4162,37798,Engineering,Software Engineer,Communication,9,74185,Male,White,1,6,2023-09-12 21:18:25,2019-09-05 06:31:45
4163,74887,Finance,HR Manager,Cloud,0,117864,Female,Black,1,7,2023-05-06 04:58:35,2018-03-07 04:59:23
4164,29477,Sales,Sales Rep,Excel,1,87306,Other,Asian,1,7,2019-04-22 04:46:06,2023-01-11 15:31:26
4165,27266,Sales,Sales Rep,Cloud,3,44416,Non-Binary,White,1,5,2024-01-16 05:03:53,2021-03-08 23:19:09
4166,96328,Operations,Finance Associate,Excel,7,103655,Non-Binary,Mixed,1,6,2018-06-07 00:33:51,2019-07-06 09:42:01
4167,95988,Operations,Finance Associate,Cloud,9,98180,Other,White,0,7,2022-05-02 20:08:26,2020-11-29 14:39:44
4168,53526,Engineering,Finance Associate,Leadership,3,75262,Male,Other,1,2,2021-06-27 07:07:45,2018-12-26 20:14:56
4169,21889,Marketing,Software Engineer,Communication,2,99189,Male,Hispanic,1,7,2022-09-06 08:47:47,2021-07-15 03:24:51
4170,34335,HR,Marketing Exec,Communication,2,104952,Female,White,1,1,2020-12-30 08:31:20,2019-09-16 23:38:48
4171,21254,Marketing,Data Analyst,Excel,4,115433,Non-Binary,Other,1,6,2021-04-21 11:45:08,2021-05-02 14:28:51
4172,96610,Marketing,Sales Rep,Cloud,2,78662,Male,Hispanic,0,8,2019-04-04 05:36:33,2022-02-08 03:51:14
4173,21442,Marketing,Sales Rep,Communication,7,92410,Other,Other,1,1,2021-12-25 19:03:15,2023-03-21 16:12:41
4174,56289,Engineering,Marketing Exec,ML,4,77191,Other,Hispanic,1,1,2020-01-17 06:21:26,2018-12-18 03:03:59
4175,63747,Engineering,Software Engineer,Cloud,6,100965,Other,Asian,1,6,2021-10-08 11:31:16,2022-07-13 04:18:00
4176,47327,HR,Finance Associate,Communication,7,37213,Male,White,1,5,2021-06-22 03:29:46,2022-03-06 02:04:01
4177,26199,Marketing,Marketing Exec,Python,4,73987,Other,Other,0,3,2018-01-15 21:54:15,2018-09-11 05:54:22
4178,82827,Engineering,Data Analyst,Python,7,108176,Non-Binary,Asian,1,7,2023-03-04 18:50:24,2022-02-10 12:07:47
4179,10112,HR,Finance Associate,ML,2,84783,Male,Mixed,0,7,2021-07-13 10:56:13,2023-08-25 16:00:57
4180,97051,Sales,Data Analyst,Communication,6,86353,Male,White,0,7,2019-04-27 03:32:44,2024-06-23 16:02:47
4181,29581,HR,HR Manager,Python,7,40802,Non-Binary,Black,1,6,2019-01-02 04:23:57,2024-01-10 06:42:09
4182,69722,Marketing,Data Analyst,Leadership,6,106658,Other,Black,1,4,2019-05-07 18:41:02,2024-09-11 21:45:48
4183,26523,Finance,Finance Associate,Cloud,1,85646,Male,Black,1,9,2022-11-24 06:27:48,2023-06-21 00:27:06
4184,76960,Marketing,HR Manager,JavaScript,7,112189,Non-Binary,Other,1,9,2020-04-24 07:05:39,2023-09-01 16:24:29
4185,29552,Finance,Finance Associate,Communication,5,68671,Non-Binary,Other,1,7,2019-02-15 01:28:02,2018-11-08 21:58:51
4186,20808,HR,Sales Rep,ML,9,114637,Female,Hispanic,0,7,2018-04-20 08:24:38,2020-04-18 03:55:25
4187,82525,Sales,Finance Associate,Communication,2,91945,Other,Black,0,8,2024-10-30 21:58:55,2022-01-11 23:18:52
4188,33620,Sales,HR Manager,Excel,3,68388,Other,Mixed,1,5,2020-01-10 22:25:46,2018-11-19 18:15:48
4189,10887,Engineering,Data Analyst,Excel,6,59600,Non-Binary,Other,0,9,2024-10-14 06:08:32,2020-11-02 09:21:47
4190,41802,Sales,Sales Rep,Python,2,108944,Male,White,1,6,2020-06-25 06:25:57,2021-05-17 15:08:14
4191,95024,Operations,Software Engineer,Excel,0,85690,Female,Other,0,7,2018-11-11 00:21:43,2020-04-21 03:01:42
4192,91938,HR,Software Engineer,ML,5,30736,Female,White,1,7,2018-04-12 11:46:57,2020-02-15 02:03:16
4193,96741,Engineering,Software Engineer,Python,2,95529,Male,Other,1,9,2018-01-21 00:14:45,2019-04-11 13:33:54
4194,36049,Sales,Software Engineer,ML,9,68871,Female,Hispanic,1,7,2018-09-23 06:46:18,2022-07-10 04:58:25
4195,87789,HR,Marketing Exec,Cloud,5,72165,Male,Hispanic,1,3,2020-08-21 18:43:12,2019-03-10 11:19:41
4196,94526,Marketing,Software Engineer,ML,9,81786,Female,Hispanic,1,6,2023-05-09 21:23:40,2020-08-12 22:08:01
4197,17846,Sales,HR Manager,Excel,2,56247,Male,Mixed,1,6,2022-05-19 14:30:23,2023-02-20 15:56:33
4198,56220,Finance,Software Engineer,Cloud,5,53821,Non-Binary,Other,1,7,2021-07-25 19:24:31,2021-12-08 21:50:04
4199,56163,HR,Finance Associate,Excel,3,28213,Non-Binary,White,1,6,2024-05-10 22:47:08,2021-11-13 00:41:47
4200,13765,Engineering,Software Engineer,ML,3,54495,Female,Other,0,4,2019-11-22 03:51:01,2022-02-12 03:06:09
4201,91486,Marketing,Data Analyst,Excel,9,96744,Female,Asian,1,6,2019-05-17 18:55:33,2020-08-01 16:15:35
4202,55270,Operations,HR Manager,Excel,9,34644,Non-Binary,Hispanic,1,3,2020-08-15 02:04:06,2023-07-09 13:49:48
4203,85277,Marketing,HR Manager,Excel,1,31453,Other,Black,1,1,2021-09-30 14:50:21,2021-03-19 21:59:24
4204,98278,Sales,Sales Rep,Communication,3,101629,Male,Asian,1,1,2021-05-24 13:14:44,2024-07-08 07:17:44
4205,32931,Finance,Marketing Exec,Cloud,3,36263,Other,Asian,0,5,2022-07-04 18:52:46,2018-11-18 10:43:24
4206,99116,Marketing,Finance Associate,Cloud,6,81480,Female,Hispanic,0,8,2023-12-11 06:04:01,2021-08-23 10:10:35
4207,65633,Operations,HR Manager,Leadership,4,90841,Non-Binary,Black,0,3,2021-08-26 20:32:05,2022-10-02 09:41:40
4208,90702,Engineering,Data Analyst,Cloud,7,57021,Female,Hispanic,1,2,2023-06-20 20:51:16,2018-11-20 01:29:20
4209,61913,HR,Software Engineer,Leadership,6,42958,Other,Hispanic,0,8,2019-04-02 19:10:33,2021-02-11 17:07:59
4210,35991,Finance,HR Manager,ML,9,91408,Non-Binary,Black,1,9,2021-09-22 03:14:25,2019-03-28 04:43:30
4211,64845,Operations,Data Analyst,Leadership,8,66128,Non-Binary,Asian,1,9,2022-11-16 16:37:14,2021-11-15 20:27:06
4212,65312,Sales,Software Engineer,Leadership,7,112498,Non-Binary,Asian,1,2,2023-01-31 11:50:14,2018-12-16 07:13:18
4213,20561,Sales,Marketing Exec,JavaScript,8,67563,Male,Other,0,8,2021-08-30 12:37:40,2023-05-08 02:19:29
4214,26901,Sales,HR Manager,ML,0,42414,Female,Black,0,2,2022-10-16 06:12:19,2021-04-19 02:50:36
4215,72875,Finance,HR Manager,Cloud,9,100462,Other,Asian,1,7,2023-06-06 10:54:04,2020-08-07 12:56:37
4216,35917,Marketing,Data Analyst,Python,2,80883,Male,Mixed,0,8,2024-06-17 09:18:09,2019-09-22 00:54:27
4217,72120,Finance,Sales Rep,Excel,4,62210,Other,Hispanic,0,1,2021-10-16 04:55:40,2022-08-19 14:47:31
4218,11988,Sales,Finance Associate,Excel,8,40290,Male,Mixed,0,8,2018-05-19 08:39:40,2019-07-10 01:34:21
4219,24256,Operations,Marketing Exec,JavaScript,7,28667,Non-Binary,Mixed,1,3,2020-12-10 09:52:38,2020-11-20 01:35:08
4220,97728,HR,Finance Associate,Python,9,42660,Male,Other,1,1,2020-11-15 13:19:32,2019-09-05 20:41:44
4221,38230,HR,HR Manager,Communication,6,97089,Female,Other,0,7,2022-03-09 06:18:36,2023-01-25 08:30:33
4222,69778,Finance,Finance Associate,Leadership,1,107462,Female,Other,1,3,2018-01-01 23:04:02,2022-03-23 09:31:57
4223,55833,Sales,Software Engineer,ML,5,82698,Other,Mixed,0,8,2022-11-10 22:56:37,2021-11-07 19:36:59
4224,32625,Engineering,Marketing Exec,Communication,3,29808,Non-Binary,White,1,9,2023-03-21 03:16:55,2018-06-05 12:55:03
4225,42088,Finance,Finance Associate,Python,4,119148,Non-Binary,White,0,2,2020-12-12 16:28:10,2021-07-31 13:52:40
4226,89650,Sales,Software Engineer,JavaScript,4,65499,Other,Mixed,1,1,2020-07-14 22:12:09,2020-11-18 01:16:12
4227,51167,Marketing,Data Analyst,Python,3,53015,Female,Hispanic,0,8,2018-04-19 10:35:05,2020-03-03 15:09:20
4228,81291,HR,Finance Associate,JavaScript,3,58351,Female,Mixed,1,6,2022-07-01 02:28:27,2021-04-04 11:09:02
4229,75303,HR,Marketing Exec,Communication,3,74662,Other,Mixed,0,1,2023-12-15 05:06:09,2018-04-14 04:00:46
4230,86361,HR,Software Engineer,Communication,1,99674,Non-Binary,Other,1,3,2020-12-05 00:28:26,2022-01-16 08:32:59
4231,98229,Engineering,Finance Associate,Python,0,61241,Other,Other,1,9,2020-10-07 23:21:29,2020-12-11 07:43:59
4232,14117,Sales,Data Analyst,Python,1,26198,Other,Other,1,9,2024-09-30 07:34:19,2022-03-21 15:27:10
4233,70710,Sales,Finance Associate,Leadership,6,117983,Male,White,1,6,2020-10-15 20:16:19,2022-04-01 21:32:54
4234,77054,Sales,Software Engineer,Excel,0,37113,Other,Mixed,0,3,2018-07-26 03:18:58,2018-04-20 17:18:36
4235,40949,Sales,Finance Associate,JavaScript,5,119285,Female,Hispanic,0,8,2023-07-25 05:18:46,2021-07-13 01:28:43
4236,32547,Engineering,Marketing Exec,Excel,3,63639,Other,Hispanic,0,6,2023-11-30 00:03:19,2018-12-03 13:35:45
4237,91882,Operations,HR Manager,ML,1,89036,Non-Binary,Other,0,1,2022-07-02 12:05:59,2024-11-26 21:48:22
4238,78136,Finance,Software Engineer,ML,2,110223,Non-Binary,Other,1,6,2018-04-25 05:45:07,2020-03-14 00:35:18
4239,74619,Finance,Software Engineer,Python,6,92983,Female,Mixed,1,5,2022-10-11 14:42:38,2021-01-06 22:11:58
4240,71842,Sales,Software Engineer,Communication,5,99944,Non-Binary,Hispanic,0,8,2023-09-01 23:22:54,2024-06-14 02:26:48
4241,36990,Marketing,Software Engineer,ML,5,42674,Other,Mixed,1,2,2021-06-20 10:33:53,2018-06-12 22:59:17
4242,26193,HR,Finance Associate,ML,7,37413,Female,White,0,7,2023-02-06 15:16:34,2022-07-23 01:04:25
4243,40109,Engineering,Marketing Exec,Excel,7,79986,Non-Binary,Mixed,1,6,2024-07-20 18:03:03,2022-03-06 02:27:06
4244,29233,Marketing,Data Analyst,Excel,5,72937,Other,Other,1,1,2023-10-12 22:42:42,2024-06-29 02:06:49
4245,91730,Marketing,Marketing Exec,Leadership,0,98085,Non-Binary,Asian,1,8,2020-10-17 01:39:13,2024-03-29 17:32:56
4246,44510,Sales,Software Engineer,Leadership,9,48071,Male,White,1,6,2021-12-02 17:46:20,2020-11-13 11:28:23
4247,11306,Engineering,Sales Rep,ML,6,99229,Non-Binary,Hispanic,1,3,2018-09-01 04:41:44,2021-04-02 06:01:23
4248,13849,Finance,Finance Associate,Python,7,68831,Female,Hispanic,1,5,2018-07-31 10:48:24,2022-09-16 11:15:41
4249,22360,HR,Sales Rep,Excel,4,107306,Other,Other,0,7,2018-06-15 05:01:53,2023-09-25 06:11:27
4250,55800,Finance,Finance Associate,ML,3,66371,Other,Other,1,9,2023-07-01 19:18:05,2020-11-03 03:06:23
4251,46963,Marketing,Software Engineer,Communication,6,92542,Female,White,1,4,2023-02-27 23:53:37,2018-05-26 19:31:38
4252,64330,HR,Finance Associate,Excel,5,30213,Male,Other,1,2,2018-07-09 08:40:47,2018-04-23 03:36:00
4253,61707,Operations,Software Engineer,ML,5,88815,Other,Asian,1,3,2020-04-03 03:28:07,2020-11-25 05:24:38
4254,28689,Marketing,Marketing Exec,Leadership,2,76299,Female,White,1,7,2023-06-01 04:18:01,2019-10-13 12:03:56
4255,39084,Finance,HR Manager,JavaScript,9,61636,Non-Binary,Other,1,8,2023-01-15 21:32:37,2022-11-13 08:03:30
4256,50387,Finance,Finance Associate,Excel,3,88948,Male,Black,0,5,2020-07-29 06:43:37,2023-09-15 13:36:18
4257,84816,Sales,Software Engineer,JavaScript,4,100066,Female,Asian,1,3,2018-12-17 17:15:23,2021-12-08 01:10:45
4258,12642,Finance,Sales Rep,Excel,8,72128,Non-Binary,White,1,1,2024-05-27 16:44:52,2023-09-21 19:10:33
4259,52137,Engineering,Software Engineer,Excel,7,97173,Other,Black,1,1,2018-06-17 19:52:52,2020-07-29 02:56:44
4260,89832,Marketing,Sales Rep,Leadership,2,74504,Other,Mixed,0,2,2019-11-12 13:45:11,2023-08-01 07:11:28
4261,65561,HR,Finance Associate,Cloud,5,95500,Male,Asian,1,5,2022-02-18 20:36:05,2024-08-08 04:20:25
4262,72260,Finance,Data Analyst,Cloud,9,77340,Non-Binary,Mixed,1,3,2019-05-05 14:31:53,2022-11-03 19:10:38
4263,25438,Sales,Sales Rep,JavaScript,0,59070,Female,Black,0,7,2019-12-23 20:34:39,2024-05-29 15:49:16
4264,58442,Sales,Software Engineer,Python,2,98285,Other,Hispanic,1,2,2019-03-03 04:13:47,2022-02-25 19:00:30
4265,12994,Finance,Finance Associate,ML,9,91382,Female,Hispanic,0,2,2020-04-02 06:09:53,2022-03-12 07:43:34
4266,11813,Engineering,Software Engineer,Python,6,103926,Female,Other,0,3,2018-05-24 19:07:23,2023-05-08 13:13:29
4267,94381,Sales,Data Analyst,Python,6,104271,Female,Hispanic,1,1,2022-01-18 02:17:15,2019-08-16 11:02:31
4268,65276,HR,HR Manager,Cloud,1,114441,Male,Mixed,1,2,2022-08-05 23:44:20,2023-03-19 11:25:38
4269,51243,Marketing,Data Analyst,ML,2,39876,Female,Asian,1,5,2020-12-29 16:14:59,2022-10-04 21:05:28
4270,72912,Operations,Marketing Exec,Cloud,6,104503,Male,Mixed,1,3,2019-01-13 04:20:10,2019-12-27 02:45:37
4271,70272,Engineering,Finance Associate,Cloud,5,76676,Male,Mixed,0,6,2021-07-18 01:30:17,2022-11-13 09:31:58
4272,52051,Sales,Data Analyst,Leadership,6,43262,Non-Binary,Hispanic,1,2,2018-07-24 14:58:48,2024-03-03 06:10:01
4273,88854,Marketing,HR Manager,Cloud,9,110550,Other,Mixed,1,8,2018-10-13 09:12:55,2019-06-29 21:01:46
4274,92736,Operations,Software Engineer,Communication,8,49054,Female,Black,0,4,2018-10-08 22:40:32,2024-07-21 18:10:48
4275,75618,Finance,Finance Associate,Python,7,48051,Non-Binary,White,1,3,2020-04-02 22:13:24,2020-03-11 17:04:43
4276,11920,Finance,Sales Rep,Leadership,5,53385,Non-Binary,White,1,5,2019-01-15 22:29:12,2020-11-24 15:52:52
4277,87219,HR,Data Analyst,Leadership,3,60587,Non-Binary,White,1,8,2019-01-03 20:23:30,2024-03-24 23:38:21
4278,86872,Operations,HR Manager,Python,9,80131,Non-Binary,Other,1,9,2024-09-07 14:24:10,2021-01-03 16:03:45
4279,91132,Finance,Data Analyst,Leadership,8,118019,Non-Binary,Hispanic,0,1,2024-04-24 18:34:20,2023-11-01 15:17:56
4280,12093,Finance,Marketing Exec,Python,6,52653,Female,Hispanic,1,4,2023-11-08 03:11:27,2020-05-07 08:48:53
4281,22905,Sales,Finance Associate,Communication,4,69790,Non-Binary,White,0,6,2018-11-19 19:46:29,2020-04-18 19:26:28
4282,34351,HR,Software Engineer,Excel,1,67018,Other,Asian,1,6,2021-06-24 13:54:18,2022-06-27 09:02:15
4283,40981,Marketing,HR Manager,Leadership,8,85992,Male,Other,1,9,2021-09-09 13:02:49,2020-01-30 23:07:45
4284,83903,Finance,Data Analyst,JavaScript,6,79840,Male,White,0,1,2021-04-17 04:48:37,2024-02-21 20:44:46
4285,80821,Engineering,Finance Associate,JavaScript,8,110184,Other,Mixed,1,5,2021-11-30 21:33:46,2019-04-26 05:55:12
4286,92289,Engineering,Data Analyst,Communication,8,112943,Female,White,1,1,2023-11-27 04:08:53,2020-10-08 06:26:20
4287,94021,Marketing,Finance Associate,Python,9,69561,Male,White,1,6,2022-05-16 06:38:59,2019-09-23 02:18:27
4288,88513,Operations,Marketing Exec,JavaScript,4,107594,Other,Asian,1,9,2020-06-14 16:05:58,2019-02-20 18:12:08
4289,29874,HR,Data Analyst,Communication,6,35070,Other,Hispanic,0,4,2021-12-07 16:45:54,2023-07-16 09:59:08
4290,60931,Sales,Marketing Exec,Cloud,4,64025,Non-Binary,Hispanic,1,9,2019-12-21 16:01:57,2022-06-27 23:30:24
4291,17674,Engineering,Sales Rep,ML,2,58779,Male,Mixed,1,3,2019-12-12 04:31:05,2022-07-27 15:48:20
4292,60516,Engineering,Sales Rep,JavaScript,9,41616,Non-Binary,White,1,7,2022-12-01 22:00:50,2024-12-03 00:59:03
4293,70686,Marketing,HR Manager,ML,7,25797,Female,Black,0,5,2018-12-14 11:43:13,2024-11-05 22:11:04
4294,79212,Operations,Marketing Exec,Python,7,64889,Male,Mixed,1,1,2023-07-17 17:47:07,2020-01-26 23:21:25
4295,12426,Operations,Finance Associate,JavaScript,8,89390,Male,Hispanic,0,7,2024-07-22 21:17:18,2021-04-26 04:09:25
4296,78498,Marketing,HR Manager,Communication,5,38594,Other,Asian,0,8,2022-04-18 05:24:32,2018-08-03 23:10:52
4297,39943,Engineering,Data Analyst,Excel,1,72754,Male,Hispanic,1,6,2021-11-29 04:20:39,2022-10-10 22:15:07
4298,76395,HR,Data Analyst,JavaScript,2,78639,Female,Hispanic,0,1,2022-06-29 19:01:20,2018-07-16 12:23:36
4299,54816,Engineering,Finance Associate,JavaScript,9,98226,Female,Asian,0,9,2019-06-25 00:47:00,2021-08-21 15:13:19
4300,14138,Operations,Software Engineer,JavaScript,5,37669,Male,White,1,7,2024-06-15 19:08:15,2023-11-19 01:45:22
4301,85945,Sales,Software Engineer,JavaScript,0,109509,Other,White,1,6,2018-08-07 04:25:24,2024-10-19 08:44:15
4302,14017,Engineering,Data Analyst,Communication,1,46085,Female,Hispanic,1,4,2021-07-13 15:33:36,2021-12-08 19:22:29
4303,20451,HR,Finance Associate,Communication,7,53787,Non-Binary,Mixed,1,3,2020-04-19 03:25:44,2024-08-06 15:32:55
4304,72956,Finance,Software Engineer,Excel,7,115620,Female,Black,1,4,2020-10-08 21:21:24,2019-06-12 18:36:22
4305,20278,Engineering,Marketing Exec,Communication,5,49051,Male,Mixed,1,1,2019-03-29 12:39:04,2019-08-21 09:57:08
4306,53764,Marketing,Data Analyst,Communication,2,80566,Non-Binary,Other,0,9,2023-08-20 21:37:46,2020-10-10 21:48:37
4307,11134,Finance,Sales Rep,Python,1,75615,Male,Mixed,1,2,2018-11-10 21:02:13,2022-11-17 23:41:31
4308,72943,Marketing,Marketing Exec,Leadership,5,102090,Male,Hispanic,0,2,2022-09-09 19:09:26,2019-10-24 07:50:07
4309,64318,Marketing,Finance Associate,Python,0,77262,Male,Hispanic,1,3,2023-10-15 07:11:34,2024-07-16 05:10:20
4310,70128,Marketing,Sales Rep,Leadership,9,62639,Other,Black,1,1,2018-03-06 13:37:37,2020-03-14 06:12:17
4311,98056,Engineering,Marketing Exec,ML,5,103890,Other,Black,0,3,2019-03-15 23:52:45,2019-03-23 02:44:53
4312,31869,Operations,Software Engineer,Excel,8,30289,Female,Black,1,4,2020-12-17 01:41:35,2024-04-05 13:27:06
4313,15039,Finance,Software Engineer,Leadership,6,49744,Male,Hispanic,1,9,2023-10-30 11:09:56,2024-08-09 11:35:32
4314,31281,HR,Sales Rep,Python,8,42945,Non-Binary,Hispanic,0,5,2020-02-01 00:06:41,2024-05-29 22:19:16
4315,20442,Operations,HR Manager,Excel,1,114779,Non-Binary,Mixed,0,6,2021-08-20 16:51:15,2023-05-16 00:25:20
