training_id,employee_id,training_name,hours_completed,training_score,completion_date
4071,417,Leadership 101,2,8,2020-03-23 23:52:52
4072,1364,Cloud Cert,16,44,2022-09-29 05:18:35
4073,2037,AI Workshop,26,24,2020-01-08 03:37:36
4074,2326,AI Workshop,23,2,2018-01-14 04:44:36
4075,2877,Excel Bootcamp,14,8,2019-05-16 06:20:27
4076,2528,Leadership 101,21,31,2024-07-10 21:28:56
4077,1246,AI Workshop,23,44,2024-02-05 03:04:10
4078,1859,Leadership 101,12,35,2022-10-25 11:38:04
4079,1540,Cloud Cert,4,58,2023-12-10 20:12:25
4080,807,Cloud Cert,17,4,2019-10-10 19:26:25
4081,4297,Cloud Cert,31,76,2023-06-08 12:24:14
4082,2078,Excel Bootcamp,28,80,2019-08-06 01:45:30
4083,1269,Leadership 101,39,22,2022-01-22 03:04:50
4084,4957,Excel Bootcamp,36,81,2018-04-20 08:37:09
4085,3545,Leadership 101,47,89,2020-03-08 19:40:34
4086,3239,Cloud Cert,14,58,2019-09-13 15:18:13
4087,4707,AI Workshop,31,15,2020-12-01 08:07:18
4088,4121,AI Workshop,33,20,2020-12-14 22:37:06
4089,3321,Excel Bootcamp,9,31,2023-06-05 00:57:35
4090,3642,Excel Bootcamp,22,69,2020-12-17 00:06:20
4091,3301,AI Workshop,36,94,2021-09-12 21:58:23
4092,1188,Leadership 101,30,54,2021-09-25 07:41:48
4093,2443,Leadership 101,9,59,2024-03-22 05:32:59
4094,4570,Excel Bootcamp,9,91,2024-09-29 12:16:31
4095,2666,Leadership 101,12,46,2024-09-21 01:43:49
4096,2350,Excel Bootcamp,28,14,2018-09-29 13:39:12
4097,4953,Excel Bootcamp,16,81,2019-12-07 01:06:08
4098,2837,AI Workshop,37,94,2021-02-21 23:21:59
4099,497,Cloud Cert,49,4,2020-08-25 08:18:20
4100,386,Excel Bootcamp,6,68,2024-06-17 16:14:40
4101,2250,AI Workshop,9,67,2022-11-11 07:01:04
4102,1831,Cloud Cert,43,7,2019-02-06 15:59:23
4103,4195,Cloud Cert,34,39,2023-07-16 00:37:52
4104,2465,Leadership 101,31,99,2022-04-14 03:09:13
4105,745,AI Workshop,7,77,2022-01-30 12:05:36
4106,3907,Excel Bootcamp,32,36,2023-01-20 13:28:56
4107,453,Cloud Cert,49,51,2023-03-06 19:25:50
4108,4561,Excel Bootcamp,43,36,2020-12-17 08:41:03
4109,2625,Leadership 101,24,92,2023-10-26 02:08:01
4110,1191,Leadership 101,30,32,2019-12-22 20:20:05
4111,2037,AI Workshop,42,78,2023-09-03 00:12:26
4112,2802,Leadership 101,26,36,2019-03-13 23:14:21
4113,4993,AI Workshop,33,35,2021-06-07 05:36:12
4114,4706,Leadership 101,26,47,2018-01-30 13:44:04
4115,157,AI Workshop,19,60,2020-10-12 21:39:00
4116,4925,Leadership 101,1,69,2023-10-19 23:22:50
4117,1375,Cloud Cert,20,6,2024-02-18 19:36:26
4118,584,Excel Bootcamp,38,12,2020-08-08 19:06:23
4119,1848,Excel Bootcamp,48,39,2023-02-07 21:27:36
4120,737,Excel Bootcamp,12,62,2019-01-08 11:14:29
4121,633,AI Workshop,43,49,2024-06-26 03:21:39
4122,411,Cloud Cert,22,12,2023-11-28 04:51:42
4123,1505,AI Workshop,7,72,2021-08-08 03:08:26
4124,4070,AI Workshop,22,82,2024-10-24 12:00:37
4125,436,AI Workshop,27,18,2021-01-01 15:17:06
4126,3064,Leadership 101,14,74,2023-03-01 05:32:35
4127,2811,Cloud Cert,13,70,2024-10-06 19:41:28
4128,160,Leadership 101,20,5,2020-07-20 01:17:52
4129,4568,AI Workshop,8,87,2023-08-07 00:11:34
4130,3458,Cloud Cert,46,89,2021-12-04 02:21:06
4131,2882,Excel Bootcamp,18,7,2024-09-13 07:05:35
4132,2196,Cloud Cert,4,43,2022-02-13 02:50:48
4133,4153,AI Workshop,23,45,2019-08-05 17:43:39
4134,3134,Leadership 101,23,69,2018-12-22 13:01:26
4135,3035,Cloud Cert,4,31,2022-08-09 07:45:46
4136,3670,Cloud Cert,41,19,2023-09-08 13:50:25
4137,4608,Cloud Cert,2,44,2023-09-08 15:20:42
4138,4743,Excel Bootcamp,46,35,2020-11-01 02:02:38
4139,2866,Excel Bootcamp,44,43,2020-11-05 01:26:06
4140,2812,Leadership 101,22,73,2018-10-03 18:33:26
4141,2850,Cloud Cert,44,88,2024-08-23 17:54:23
4142,4201,Excel Bootcamp,1,18,2019-06-02 07:00:59
4143,2903,AI Workshop,10,61,2021-07-17 15:39:02
4144,3141,Leadership 101,34,44,2022-06-17 00:23:06
4145,1387,AI Workshop,31,73,2020-04-11 23:05:11
4146,2371,Cloud Cert,14,53,2022-09-19 16:23:03
4147,600,AI Workshop,48,56,2021-08-20 07:55:55
4148,1186,AI Workshop,19,34,2021-07-26 00:00:50
4149,627,Excel Bootcamp,46,33,2022-04-21 19:47:30
4150,1323,Leadership 101,29,4,2019-09-22 21:52:49
4151,32,Leadership 101,46,84,2018-07-30 07:01:51
4152,1393,Leadership 101,36,23,2022-09-14 16:09:36
4153,1378,Cloud Cert,30,50,2022-01-15 20:36:30
4154,2359,Leadership 101,11,36,2018-01-29 23:18:07
4155,4545,Leadership 101,30,90,2021-07-13 00:53:43
4156,3935,Excel Bootcamp,22,63,2024-06-05 19:23:28
4157,4455,Excel Bootcamp,2,43,2021-06-15 20:32:59
4158,2917,AI Workshop,39,65,2022-03-29 01:14:28
4159,2240,Excel Bootcamp,25,39,2021-08-16 04:45:13
4160,476,AI Workshop,45,43,2021-12-14 18:25:02
4161,4234,Excel Bootcamp,8,32,2022-07-01 22:13:43
4162,2559,Excel Bootcamp,32,92,2024-05-24 18:17:45
4163,3017,AI Workshop,44,88,2023-04-24 17:00:53
4164,474,Excel Bootcamp,7,13,2021-12-17 23:05:37
4165,497,Leadership 101,22,60,2024-09-30 09:21:21
4166,110,Leadership 101,29,97,2018-04-27 08:12:07
4167,3123,Cloud Cert,2,12,2020-06-06 11:57:11
4168,802,AI Workshop,38,33,2019-08-29 00:54:31
4169,1498,Cloud Cert,43,14,2022-07-22 23:28:00
4170,1381,Leadership 101,49,13,2019-05-20 05:52:44
4171,1503,Excel Bootcamp,15,48,2021-10-24 08:13:12
4172,1318,Cloud Cert,20,61,2019-11-24 19:47:47
4173,28,Leadership 101,26,63,2020-05-03 21:10:00
4174,4472,Leadership 101,11,57,2024-10-10 12:43:50
4175,1260,Cloud Cert,23,37,2021-11-09 05:20:50
4176,4584,Excel Bootcamp,41,91,2021-02-15 17:33:16
4177,3000,AI Workshop,49,4,2021-07-03 04:52:41
4178,2011,Cloud Cert,42,68,2018-10-04 07:57:29
4179,3393,Excel Bootcamp,4,57,2023-05-27 19:07:14
4180,2024,AI Workshop,4,62,2019-01-26 07:22:07
4181,3132,AI Workshop,48,16,2021-04-18 09:32:33
4182,4321,Leadership 101,1,39,2022-11-14 17:27:18
4183,3853,Cloud Cert,23,63,2018-03-09 03:53:11
4184,1477,AI Workshop,24,82,2022-12-13 04:06:55
4185,4148,Leadership 101,27,16,2023-09-15 10:59:44
4186,1384,AI Workshop,7,47,2022-06-19 20:15:50
4187,2859,AI Workshop,34,95,2024-02-17 17:56:54
4188,732,AI Workshop,4,90,2020-01-01 06:55:17
4189,2008,Leadership 101,2,23,2023-12-22 19:44:14
4190,1748,AI Workshop,23,52,2021-04-30 12:58:16
4191,2090,Leadership 101,48,58,2019-10-16 20:29:10
4192,980,Leadership 101,36,66,2018-11-03 11:28:40
4193,4419,AI Workshop,22,57,2021-04-07 12:39:00
4194,4421,AI Workshop,10,38,2024-02-26 00:25:48
4195,4718,Leadership 101,42,75,2021-08-07 12:01:25
4196,117,AI Workshop,35,5,2022-05-31 07:21:16
4197,581,Cloud Cert,41,47,2023-02-24 19:17:19
4198,2146,Excel Bootcamp,27,14,2018-10-11 05:45:00
4199,2298,AI Workshop,24,80,2022-05-26 20:35:14
4200,1511,AI Workshop,7,48,2019-06-24 03:57:06
4201,4987,Excel Bootcamp,21,41,2023-08-27 22:32:11
4202,186,Cloud Cert,8,51,2019-08-12 10:02:24
4203,1767,Leadership 101,36,37,2023-10-28 11:02:59
4204,3576,Excel Bootcamp,5,21,2022-04-23 02:25:54
4205,4527,Leadership 101,16,8,2020-04-19 05:59:02
4206,1809,Excel Bootcamp,18,78,2019-03-29 01:55:25
4207,1417,Leadership 101,38,9,2022-11-03 08:32:27
4208,4932,Leadership 101,23,12,2022-06-12 14:43:42
4209,2782,Cloud Cert,44,79,2023-04-06 06:54:48
4210,1776,Leadership 101,37,25,2024-01-31 17:17:32
4211,3022,Cloud Cert,21,21,2018-07-15 14:02:01
4212,3645,Cloud Cert,45,46,2023-10-12 06:47:14
4213,193,AI Workshop,22,98,2020-09-09 23:30:13
4214,4026,Leadership 101,13,26,2020-07-10 20:22:16
4215,1435,Excel Bootcamp,36,68,2024-01-04 06:58:49
4216,2242,Leadership 101,11,25,2022-10-11 17:29:38
4217,3885,AI Workshop,6,40,2022-10-20 22:45:28
4218,317,AI Workshop,9,32,2023-12-20 21:13:38
4219,4473,Leadership 101,20,62,2022-04-02 18:13:36
4220,2345,Cloud Cert,39,29,2022-01-19 10:42:34
4221,190,Excel Bootcamp,24,86,2024-10-22 14:35:30
4222,2665,Excel Bootcamp,12,98,2021-09-05 16:27:57
4223,4086,Leadership 101,42,19,2021-02-28 18:22:28
4224,3820,AI Workshop,35,50,2018-03-26 07:40:23
4225,2225,Leadership 101,39,70,2023-11-06 01:27:10
4226,1770,Leadership 101,25,20,2024-07-20 04:28:51
4227,4843,Leadership 101,27,80,2024-08-08 22:55:37
4228,1769,Cloud Cert,42,97,2023-10-18 23:13:51
4229,2962,Cloud Cert,1,9,2023-08-18 01:17:59
4230,2782,AI Workshop,12,86,2018-03-05 19:33:30
4231,4581,Cloud Cert,1,34,2018-03-05 23:14:04
4232,3845,Cloud Cert,13,83,2020-01-15 01:09:41
4233,651,AI Workshop,39,41,2021-02-09 20:50:59
4234,2052,Cloud Cert,40,37,2020-09-19 19:52:18
4235,124,Excel Bootcamp,6,68,2020-04-30 00:27:21
4236,1907,Excel Bootcamp,29,69,2019-06-15 06:15:59
4237,3787,AI Workshop,47,64,2021-03-29 14:31:51
4238,4719,AI Workshop,4,76,2018-05-25 01:55:13
4239,1308,Cloud Cert,23,97,2020-06-22 15:04:38
4240,4024,Excel Bootcamp,44,51,2024-02-20 13:40:02
4241,4289,Leadership 101,8,59,2021-06-06 19:41:08
4242,1058,Cloud Cert,37,73,2021-10-20 19:42:53
4243,2120,Excel Bootcamp,2,63,2024-06-04 09:44:05
4244,16,Leadership 101,4,44,2019-08-21 00:49:15
4245,3156,Cloud Cert,23,93,2024-10-08 04:38:26
4246,1166,Cloud Cert,21,94,2021-11-05 00:18:23
4247,4730,Cloud Cert,26,93,2024-01-07 09:47:01
4248,2750,Excel Bootcamp,40,45,2022-10-12 10:15:38
4249,2498,Leadership 101,30,52,2019-02-21 19:36:06
4250,3354,Excel Bootcamp,33,17,2020-09-28 09:02:05
4251,2265,Excel Bootcamp,22,35,2018-11-20 07:42:33
4252,3452,Excel Bootcamp,12,13,2018-07-11 08:14:04
4253,3056,Excel Bootcamp,6,46,2019-11-30 05:41:35
4254,721,Leadership 101,20,36,2023-09-19 22:14:51
4255,2590,AI Workshop,7,4,2020-07-13 01:09:26
4256,1996,Excel Bootcamp,30,61,2022-01-17 17:10:41
4257,1593,Leadership 101,43,65,2018-01-09 16:01:18
4258,2728,Leadership 101,41,43,2018-09-04 01:41:37
4259,4892,Excel Bootcamp,8,27,2023-07-15 03:53:18
4260,4193,Leadership 101,17,92,2019-06-27 16:37:30
4261,686,Cloud Cert,43,89,2020-03-09 22:48:42
4262,4553,Excel Bootcamp,28,88,2022-10-01 11:27:46
4263,2776,Leadership 101,32,66,2018-09-10 04:33:42
4264,544,Cloud Cert,48,23,2018-07-10 16:43:39
4265,4183,Cloud Cert,9,51,2021-06-17 03:44:05
4266,2786,Cloud Cert,44,86,2024-03-01 10:38:37
4267,2042,Cloud Cert,4,82,2020-05-24 14:56:32
4268,1690,Leadership 101,3,56,2022-03-01 18:00:52
4269,1350,Cloud Cert,44,52,2020-03-01 14:45:08
4270,2226,Leadership 101,36,54,2019-03-17 17:15:34
4271,4974,Excel Bootcamp,48,16,2022-04-23 12:26:32
4272,1568,Excel Bootcamp,7,96,2020-08-02 03:36:40
4273,186,AI Workshop,10,67,2019-01-11 12:05:52
4274,576,AI Workshop,33,1,2022-04-12 06:31:32
4275,4429,Cloud Cert,14,98,2018-05-04 12:41:55
4276,2943,AI Workshop,18,26,2022-04-07 00:13:10
4277,4329,AI Workshop,33,60,2019-10-11 23:07:16
4278,4252,AI Workshop,26,70,2019-07-25 07:01:53
4279,2913,Cloud Cert,39,44,2018-05-03 07:35:43
4280,1992,AI Workshop,17,36,2018-05-09 02:54:55
4281,3280,Cloud Cert,43,9,2023-02-05 07:28:45
4282,2935,Leadership 101,28,7,2019-01-12 16:08:58
4283,4391,AI Workshop,2,31,2018-04-11 02:21:50
4284,2768,Cloud Cert,40,33,2020-11-13 23:49:23
4285,4909,Excel Bootcamp,37,54,2023-02-22 10:14:38
4286,4237,Excel Bootcamp,32,68,2018-02-05 23:31:05
4287,915,Leadership 101,27,70,2019-04-04 17:24:02
4288,2251,AI Workshop,31,75,2020-04-25 02:05:30
4289,859,AI Workshop,4,77,2022-03-18 19:57:47
4290,720,Cloud Cert,35,73,2020-04-08 02:36:52
4291,1929,AI Workshop,32,51,2023-02-23 04:00:39
4292,4429,AI Workshop,11,18,2020-04-26 03:26:55
4293,147,Cloud Cert,23,26,2020-12-05 06:27:27
4294,3447,Leadership 101,47,87,2022-08-01 09:49:21
4295,958,Leadership 101,23,87,2018-10-24 06:40:13
4296,2876,AI Workshop,39,51,2020-03-07 03:39:06
4297,2858,Cloud Cert,35,62,2023-02-19 02:51:45
4298,4994,Leadership 101,17,5,2024-04-27 20:24:24
4299,2098,Leadership 101,49,10,2020-04-09 11:10:20
4300,3056,Leadership 101,20,47,2023-09-05 06:34:44
4301,67,Leadership 101,43,40,2024-07-26 04:47:23
4302,1025,Cloud Cert,32,83,2024-06-30 03:24:49
4303,2181,Leadership 101,38,72,2021-11-25 21:32:17
4304,3425,Excel Bootcamp,46,15,2021-03-28 22:02:42
4305,1623,Leadership 101,5,19,2024-01-21 18:19:20
4306,2706,Excel Bootcamp,15,68,2018-07-22 11:29:25
4307,68,Excel Bootcamp,32,99,2020-09-29 23:41:49
4308,873,Leadership 101,34,37,2024-06-08 16:06:08
4309,4193,AI Workshop,26,76,2024-09-30 03:29:51
4310,474,Leadership 101,15,31,2021-03-27 18:29:06
4311,2838,AI Workshop,9,80,2023-06-18 00:40:35
4312,2846,Leadership 101,5,64,2021-08-20 22:30:56
4313,2817,Cloud Cert,34,85,2019-04-30 07:16:32
4314,2118,Cloud Cert,33,55,2018-10-29 01:45:21
4315,593,Excel Bootcamp,21,84,2021-12-07 20:22:10
4316,2783,Cloud Cert,3,60,2021-10-04 09:44:39
4317,1331,AI Workshop,30,50,2020-08-12 02:10:55
4318,4932,AI Workshop,5,22,2019-03-02 18:10:33
4319,586,Excel Bootcamp,24,44,2018-05-22 14:22:42
4320,3261,Leadership 101,16,69,2022-12-08 11:48:50
4321,2357,Cloud Cert,6,8,2023-01-14 14:14:06
4322,2407,Leadership 101,40,8,2018-11-25 14:51:23
4323,4310,Leadership 101,35,33,2022-07-16 12:11:26
4324,3583,Cloud Cert,26,91,2021-05-21 21:45:12
4325,854,Leadership 101,44,30,2019-08-18 21:06:07
4326,135,AI Workshop,1,92,2023-08-14 22:19:20
4327,2087,Excel Bootcamp,20,82,2022-11-25 23:43:22
4328,4901,AI Workshop,46,10,2023-01-14 10:51:25
4329,2111,Cloud Cert,11,40,2020-06-08 03:23:13
4330,723,Cloud Cert,20,13,2021-11-04 17:30:38
4331,3146,Cloud Cert,39,61,2018-02-24 11:09:35
4332,384,Cloud Cert,4,43,2020-11-11 10:45:46
4333,613,Leadership 101,38,55,2022-04-24 22:39:38
4334,4798,Leadership 101,46,51,2023-07-11 03:05:00
4335,4722,Excel Bootcamp,42,87,2020-09-09 08:12:38
4336,4009,Cloud Cert,30,19,2021-10-18 17:44:55
4337,1817,Cloud Cert,36,54,2018-12-17 07:02:40
4338,156,Leadership 101,45,23,2024-06-01 04:43:39
4339,2289,Leadership 101,22,62,2021-09-20 05:33:31
4340,4588,AI Workshop,40,41,2018-01-21 02:53:53
4341,4818,Excel Bootcamp,18,80,2021-04-03 00:56:28
4342,4848,Leadership 101,5,12,2024-05-23 00:19:51
4343,1016,Excel Bootcamp,44,4,2021-07-15 13:07:14
4344,4387,Cloud Cert,30,12,2020-03-24 16:19:34
4345,3306,Cloud Cert,5,27,2023-01-27 07:08:54
4346,2004,AI Workshop,39,14,2021-12-21 04:01:59
4347,167,AI Workshop,14,16,2024-01-14 07:43:57
4348,4065,AI Workshop,11,93,2024-01-25 23:33:36
4349,1339,Leadership 101,21,12,2021-11-03 15:30:00
4350,120,Excel Bootcamp,11,53,2022-09-27 16:06:50
4351,3054,Leadership 101,32,15,2024-08-21 19:08:26
4352,4909,Cloud Cert,29,1,2019-02-28 18:07:07
4353,2067,Cloud Cert,3,28,2021-12-13 19:29:57
4354,688,AI Workshop,13,8,2024-10-13 03:22:32
4355,1091,AI Workshop,6,96,2020-10-09 13:26:11
4356,3742,Excel Bootcamp,48,89,2023-08-27 04:21:50
4357,116,Leadership 101,28,99,2024-09-13 22:37:29
4358,705,Cloud Cert,31,76,2019-06-09 21:29:01
4359,325,Cloud Cert,23,60,2019-09-17 21:39:53
4360,6,AI Workshop,38,6,2023-06-25 09:44:08
4361,1070,Leadership 101,38,63,2020-02-07 06:01:57
4362,4808,Cloud Cert,6,95,2024-04-02 11:14:22
4363,189,Cloud Cert,22,9,2023-02-04 13:44:54
4364,1055,Leadership 101,45,52,2023-02-01 17:21:38
4365,4047,AI Workshop,40,89,2023-09-25 21:57:39
4366,1946,Excel Bootcamp,49,54,2018-04-14 08:46:42
4367,1466,AI Workshop,34,84,2024-12-29 19:34:01
4368,289,Leadership 101,38,79,2020-06-14 03:58:19
4369,3056,Leadership 101,38,54,2019-05-29 01:25:51
4370,3380,Leadership 101,7,36,2020-04-10 21:06:20
4371,2919,Cloud Cert,1,26,2019-05-28 05:04:33
4372,3360,Leadership 101,32,41,2024-03-06 06:19:26
4373,3461,Excel Bootcamp,22,11,2021-01-27 15:36:56
4374,4502,AI Workshop,40,63,2020-10-16 15:22:50
4375,1913,Cloud Cert,3,27,2022-01-26 18:12:15
4376,2037,Leadership 101,4,39,2023-09-27 10:12:39
4377,645,Leadership 101,17,21,2019-01-01 17:30:43
4378,4166,Leadership 101,35,6,2021-06-05 14:24:34
4379,4927,Excel Bootcamp,23,11,2024-08-23 19:14:43
4380,1774,Excel Bootcamp,29,46,2023-09-11 16:22:53
4381,1832,AI Workshop,2,31,2021-01-25 07:00:55
4382,3174,AI Workshop,46,56,2018-09-26 17:15:49
4383,3817,Excel Bootcamp,6,75,2021-07-11 15:55:28
4384,4527,Excel Bootcamp,24,51,2024-04-06 10:33:42
4385,1820,Excel Bootcamp,2,8,2022-12-29 00:24:19
4386,56,AI Workshop,12,83,2020-11-14 17:17:30
4387,1844,Cloud Cert,5,96,2024-03-27 11:19:47
4388,62,AI Workshop,42,90,2024-01-15 10:48:36
4389,3815,Leadership 101,15,43,2022-11-18 15:12:58
4390,4204,AI Workshop,13,34,2023-02-01 15:04:55
4391,4266,Excel Bootcamp,10,47,2019-06-30 05:35:37
4392,175,Cloud Cert,22,16,2024-07-30 08:28:17
4393,1142,AI Workshop,29,97,2019-09-16 20:43:02
4394,3431,Cloud Cert,49,35,2019-01-31 06:21:50
4395,4235,Leadership 101,45,10,2020-04-10 13:00:39
4396,2755,Cloud Cert,7,87,2022-08-31 11:08:09
4397,4868,AI Workshop,22,55,2020-10-20 23:20:57
4398,479,Leadership 101,4,48,2021-04-21 10:15:45
4399,3614,AI Workshop,2,4,2023-05-09 18:14:59
4400,591,Excel Bootcamp,22,19,2022-03-11 06:24:16
4401,2639,AI Workshop,24,60,2023-10-23 17:14:27
4402,2746,Excel Bootcamp,26,83,2018-11-28 01:31:49
4403,4768,Leadership 101,22,42,2018-02-24 12:44:17
4404,2133,Leadership 101,5,14,2022-01-15 01:45:24
4405,4326,AI Workshop,10,33,2020-08-23 19:32:46
4406,1931,Leadership 101,19,48,2021-02-10 06:01:08
4407,2912,AI Workshop,41,54,2019-05-15 03:16:35
4408,1179,Cloud Cert,22,52,2022-05-06 14:16:25
4409,4376,Cloud Cert,27,37,2024-12-18 06:42:19
4410,1829,AI Workshop,2,82,2021-03-03 15:09:46
4411,800,Cloud Cert,21,8,2023-04-24 03:16:26
4412,2613,Excel Bootcamp,25,74,2022-05-13 09:09:49
4413,1153,Excel Bootcamp,22,31,2021-12-21 21:09:05
4414,2157,AI Workshop,9,35,2019-08-07 06:31:03
4415,2744,Leadership 101,31,55,2021-06-10 09:01:01
4416,518,Cloud Cert,45,89,2024-04-14 00:54:15
4417,971,Excel Bootcamp,1,25,2024-06-12 10:03:25
4418,3774,Leadership 101,15,3,2019-09-20 02:10:28
4419,1622,Excel Bootcamp,30,15,2023-07-26 11:39:43
4420,525,Excel Bootcamp,13,96,2021-05-09 14:33:58
4421,3838,AI Workshop,14,21,2023-06-15 22:46:28
4422,4428,AI Workshop,43,58,2018-07-13 09:30:21
4423,1641,Cloud Cert,34,97,2024-12-31 14:44:18
4424,4740,Excel Bootcamp,25,39,2024-08-19 12:23:55
4425,1062,Excel Bootcamp,33,27,2021-05-11 09:59:15
4426,2993,Leadership 101,43,14,2018-08-05 05:32:22
4427,415,AI Workshop,21,36,2022-07-16 19:55:05
4428,3057,AI Workshop,32,46,2018-04-29 18:18:33
4429,3498,Excel Bootcamp,16,10,2019-12-13 18:31:58
4430,434,Leadership 101,5,24,2018-08-04 15:33:29
4431,3351,Leadership 101,27,10,2021-05-02 06:29:16
4432,227,AI Workshop,26,95,2022-06-05 15:58:08
4433,1852,Leadership 101,19,58,2023-12-09 21:36:54
4434,1440,Excel Bootcamp,22,28,2023-05-03 18:21:40
4435,56,Cloud Cert,10,68,2024-10-14 07:18:05
4436,1623,Leadership 101,15,48,2019-02-21 01:51:03
4437,290,Cloud Cert,34,19,2019-04-15 02:51:54
4438,3367,Excel Bootcamp,30,16,2019-11-18 00:43:51
4439,4093,Leadership 101,35,96,2023-09-01 18:34:05
4440,834,Excel Bootcamp,14,70,2024-03-21 12:45:41
4441,4606,AI Workshop,23,51,2021-10-01 19:06:58
4442,2708,AI Workshop,49,74,2023-03-15 09:10:41
4443,270,Leadership 101,7,59,2019-11-27 15:58:48
4444,1190,Leadership 101,46,16,2022-07-05 02:37:03
4445,3877,Excel Bootcamp,26,2,2021-02-10 08:34:28
4446,1829,AI Workshop,29,72,2024-10-23 08:35:53
4447,4468,Leadership 101,10,39,2018-05-20 21:10:10
4448,988,AI Workshop,48,69,2024-05-01 03:08:26
4449,3464,AI Workshop,30,94,2022-04-08 04:22:25
4450,3730,AI Workshop,46,8,2020-03-13 08:43:00
4451,575,Cloud Cert,46,93,2021-03-22 03:17:17
4452,3795,Excel Bootcamp,23,3,2018-10-26 21:41:23
4453,1879,Cloud Cert,10,77,2019-05-08 23:09:13
4454,1054,Cloud Cert,47,52,2024-10-15 13:23:32
4455,4438,AI Workshop,26,27,2023-04-16 22:39:06
4456,2103,AI Workshop,18,51,2018-07-19 14:20:32
4457,198,Leadership 101,1,76,2024-06-20 17:42:18
4458,2245,Cloud Cert,3,61,2024-11-17 17:39:23
4459,4062,AI Workshop,41,51,2020-12-01 23:30:49
4460,199,Leadership 101,10,40,2021-07-27 10:09:15
4461,870,Excel Bootcamp,29,6,2022-12-11 23:19:55
4462,173,Leadership 101,5,49,2024-08-18 09:08:14
4463,3576,Cloud Cert,5,15,2019-05-13 08:58:22
4464,704,Cloud Cert,15,46,2019-12-09 23:56:33
4465,459,Cloud Cert,26,47,2022-05-26 05:31:24
4466,1961,AI Workshop,26,72,2023-01-10 12:35:25
4467,1425,AI Workshop,36,52,2022-10-15 04:49:44
4468,779,Excel Bootcamp,4,88,2021-08-31 14:58:03
4469,2908,Cloud Cert,26,32,2023-02-03 08:31:15
4470,2954,Leadership 101,29,31,2022-09-25 13:18:20
4471,792,AI Workshop,39,38,2023-07-28 10:23:35
4472,2872,AI Workshop,22,55,2024-04-26 01:24:25
4473,2330,Cloud Cert,1,3,2021-08-20 17:12:18
4474,664,AI Workshop,28,48,2018-06-06 09:28:20
4475,2887,Cloud Cert,46,99,2020-09-05 22:15:54
4476,1772,Excel Bootcamp,39,13,2022-05-03 21:21:36
4477,292,AI Workshop,19,58,2022-05-23 11:44:53
4478,3089,Leadership 101,41,42,2018-07-17 13:15:15
4479,4816,AI Workshop,12,41,2023-06-24 05:10:40
4480,1810,Excel Bootcamp,42,15,2024-06-02 11:04:31
4481,4704,Cloud Cert,6,26,2018-06-12 00:11:22
4482,322,Leadership 101,35,12,2021-08-11 21:17:30
4483,1649,Excel Bootcamp,11,89,2023-07-12 23:48:10
4484,4592,Leadership 101,1,92,2019-07-15 13:47:39
4485,1422,Cloud Cert,1,19,2020-10-14 01:29:17
4486,1199,Excel Bootcamp,7,73,2023-09-29 16:12:55
4487,2698,Leadership 101,43,99,2022-03-25 17:49:47
4488,823,AI Workshop,42,45,2019-04-14 12:32:39
4489,220,Leadership 101,29,36,2018-07-30 04:47:59
4490,2686,Excel Bootcamp,34,32,2020-11-27 05:27:13
4491,758,Leadership 101,7,67,2018-05-12 08:46:23
4492,1576,Leadership 101,31,5,2018-08-18 18:36:53
4493,191,AI Workshop,1,60,2022-07-30 06:55:23
4494,2684,Excel Bootcamp,37,82,2018-02-17 18:05:05
4495,1343,Excel Bootcamp,26,42,2020-04-24 13:27:01
4496,4969,Leadership 101,29,51,2021-12-24 23:25:57
4497,687,AI Workshop,35,79,2020-12-06 00:03:21
4498,733,Leadership 101,37,89,2020-10-03 07:48:54
4499,173,Cloud Cert,10,18,2022-01-18 20:24:00
4500,2281,Excel Bootcamp,5,71,2018-05-26 17:47:11
4501,3721,Excel Bootcamp,30,22,2019-07-16 21:57:36
4502,751,AI Workshop,46,88,2024-06-26 03:38:56
4503,651,Excel Bootcamp,4,35,2018-12-11 05:32:34
4504,85,AI Workshop,7,22,2019-07-28 13:52:00
4505,3021,Excel Bootcamp,20,27,2018-07-02 13:01:42
4506,4120,AI Workshop,28,2,2021-08-30 09:27:51
4507,4885,Leadership 101,7,61,2019-09-27 19:20:08
4508,4356,AI Workshop,11,75,2022-12-24 20:07:03
4509,3809,Cloud Cert,49,26,2018-09-27 08:46:30
4510,4708,Cloud Cert,14,7,2018-09-25 09:59:38
4511,3016,Leadership 101,8,83,2021-12-24 21:17:12
4512,4341,AI Workshop,24,83,2018-03-14 13:01:13
4513,2439,Leadership 101,31,74,2019-01-24 07:01:54
4514,385,Cloud Cert,2,95,2022-08-01 18:55:23
4515,453,Excel Bootcamp,8,65,2024-08-16 11:28:17
4516,1101,Leadership 101,27,81,2022-04-09 07:26:01
4517,3520,Cloud Cert,43,74,2021-09-23 07:35:16
4518,4604,Cloud Cert,24,36,2024-08-12 23:37:19
4519,497,Leadership 101,6,21,2023-11-19 23:00:14
4520,1535,Cloud Cert,11,17,2024-07-01 23:16:49
4521,254,Cloud Cert,49,42,2020-01-06 03:41:08
4522,3414,Cloud Cert,16,44,2024-04-10 19:38:39
4523,882,AI Workshop,29,43,2018-04-14 17:15:20
4524,429,Cloud Cert,41,67,2021-01-06 09:55:52
4525,2151,Leadership 101,30,50,2021-11-01 15:06:33
